age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,is_success
40,blue-collar,married,primary,yes,0,yes,no,cellular,6,may,64,2,-1,0,,no
29,student,single,secondary,no,948,yes,no,cellular,6,may,75,2,-1,0,,no
36,blue-collar,married,primary,no,23,yes,no,cellular,6,may,400,2,-1,0,,no
37,technician,married,secondary,no,710,yes,no,cellular,6,may,378,3,-1,0,,no
39,services,married,secondary,no,1205,yes,no,cellular,6,may,118,2,-1,0,,no
44,entrepreneur,married,tertiary,no,1631,yes,no,cellular,6,may,346,2,-1,0,,no
40,admin.,married,secondary,no,6,yes,no,cellular,6,may,60,3,-1,0,,no
49,blue-collar,married,secondary,no,26,yes,no,cellular,6,may,276,2,-1,0,,no
30,technician,single,,no,-48,yes,no,cellular,6,may,152,2,-1,0,,no
57,management,married,tertiary,no,2142,yes,no,cellular,6,may,251,3,-1,0,,no
24,services,single,secondary,no,77,yes,yes,cellular,6,may,390,2,-1,0,,no
46,blue-collar,married,,no,401,yes,no,cellular,6,may,306,2,-1,0,,no
33,admin.,married,secondary,no,21,no,no,cellular,6,may,189,3,-1,0,,no
43,services,divorced,secondary,no,0,yes,no,cellular,6,may,125,2,-1,0,,no
43,admin.,single,secondary,no,-497,yes,no,cellular,6,may,234,2,-1,0,,no
40,blue-collar,divorced,primary,no,369,no,no,cellular,6,may,79,2,-1,0,,no
44,technician,single,,no,78,yes,no,cellular,6,may,13,6,-1,0,,no
35,technician,single,tertiary,no,226,yes,yes,cellular,6,may,283,3,-1,0,,no
47,technician,married,secondary,no,503,yes,no,cellular,6,may,109,2,-1,0,,no
33,blue-collar,married,secondary,no,372,yes,no,cellular,6,may,132,2,-1,0,,no
31,admin.,married,secondary,no,0,yes,yes,cellular,6,may,144,2,-1,0,,no
40,blue-collar,divorced,secondary,no,0,yes,no,cellular,6,may,121,2,-1,0,,no
36,entrepreneur,married,tertiary,no,125,yes,no,cellular,6,may,95,3,-1,0,,no
56,retired,divorced,primary,no,4,yes,no,cellular,6,may,31,3,-1,0,,no
40,admin.,single,,no,419,yes,no,cellular,6,may,112,3,-1,0,,no
41,admin.,divorced,secondary,no,322,yes,no,cellular,6,may,87,4,-1,0,,no
53,retired,married,secondary,no,303,yes,no,cellular,6,may,593,2,-1,0,,no
39,blue-collar,married,secondary,no,607,yes,no,cellular,6,may,99,2,-1,0,,no
44,blue-collar,divorced,secondary,no,579,yes,no,cellular,6,may,198,2,-1,0,,no
38,admin.,married,secondary,no,3047,yes,no,cellular,6,may,285,2,-1,0,,no
54,technician,divorced,secondary,no,83,yes,no,cellular,6,may,190,3,-1,0,,no
58,management,married,tertiary,no,68,yes,no,cellular,6,may,172,5,-1,0,,no
52,blue-collar,married,primary,no,58,yes,no,cellular,6,may,213,3,-1,0,,no
28,admin.,single,secondary,no,251,yes,no,cellular,6,may,178,2,-1,0,,no
36,blue-collar,married,secondary,no,688,yes,no,cellular,6,may,174,2,-1,0,,no
60,retired,married,primary,no,364,yes,no,cellular,6,may,631,2,-1,0,,no
42,services,divorced,secondary,no,55,yes,no,cellular,6,may,176,5,-1,0,,no
42,admin.,married,secondary,no,101,yes,no,cellular,6,may,32,3,-1,0,,no
44,management,married,tertiary,no,105,yes,no,cellular,6,may,1529,2,-1,0,,no
51,blue-collar,divorced,primary,no,325,yes,no,cellular,6,may,254,2,-1,0,,no
49,blue-collar,married,primary,no,198,yes,no,cellular,6,may,200,2,-1,0,,no
47,entrepreneur,married,,no,209,yes,no,cellular,6,may,135,2,-1,0,,no
37,blue-collar,married,secondary,no,183,yes,no,cellular,6,may,112,4,-1,0,,no
34,management,married,tertiary,no,105,yes,no,cellular,6,may,314,3,-1,0,,no
35,services,married,secondary,no,109,yes,no,cellular,6,may,597,3,-1,0,,no
35,blue-collar,single,secondary,no,376,yes,yes,cellular,6,may,207,3,-1,0,,no
40,blue-collar,married,primary,no,-7,yes,no,cellular,6,may,410,2,-1,0,,no
55,technician,married,secondary,no,0,no,no,cellular,6,may,160,3,-1,0,,no
55,retired,married,secondary,no,143,yes,no,cellular,6,may,42,3,-1,0,,no
35,management,single,tertiary,no,550,yes,no,cellular,6,may,55,2,-1,0,,no
57,blue-collar,married,primary,no,162,yes,no,cellular,6,may,155,2,-1,0,,no
53,management,married,tertiary,no,115,yes,no,cellular,6,may,336,3,-1,0,,no
41,blue-collar,married,primary,no,512,yes,no,cellular,6,may,233,2,-1,0,,no
57,blue-collar,married,,no,807,yes,no,cellular,6,may,211,2,-1,0,,no
45,blue-collar,married,,no,248,yes,no,cellular,6,may,88,5,-1,0,,no
43,blue-collar,married,primary,no,1211,yes,no,cellular,6,may,208,3,-1,0,,no
56,self-employed,married,,no,7,no,no,cellular,6,may,305,2,-1,0,,no
31,entrepreneur,married,tertiary,no,281,yes,no,cellular,6,may,206,2,-1,0,,no
37,blue-collar,single,secondary,no,88,yes,no,cellular,6,may,128,2,-1,0,,no
30,management,married,tertiary,no,32,yes,no,cellular,6,may,122,3,-1,0,,no
30,admin.,single,secondary,no,115,yes,no,cellular,6,may,66,3,-1,0,,no
54,blue-collar,married,secondary,no,254,yes,no,cellular,6,may,66,2,-1,0,,no
36,management,married,tertiary,no,144,yes,no,cellular,6,may,164,2,-1,0,,no
55,unemployed,married,tertiary,no,383,no,no,cellular,6,may,343,3,-1,0,,no
37,admin.,single,secondary,no,569,yes,yes,cellular,6,may,126,2,-1,0,,no
38,housemaid,married,secondary,no,0,yes,no,cellular,6,may,59,3,-1,0,,no
48,admin.,married,secondary,no,3754,yes,no,cellular,6,may,249,3,-1,0,,no
55,housemaid,divorced,tertiary,no,6920,yes,no,cellular,6,may,406,3,-1,0,,no
59,services,married,secondary,no,307,yes,yes,cellular,6,may,250,7,-1,0,,no
37,technician,married,secondary,no,-421,yes,no,cellular,6,may,183,5,-1,0,,no
33,blue-collar,divorced,secondary,no,60,no,no,cellular,6,may,190,3,-1,0,,no
44,blue-collar,married,primary,no,67,yes,no,cellular,6,may,220,2,-1,0,,no
57,technician,married,secondary,no,402,yes,no,cellular,6,may,153,3,-1,0,,no
30,self-employed,single,tertiary,no,800,no,no,cellular,6,may,95,2,-1,0,,no
42,technician,married,tertiary,no,239,yes,yes,cellular,6,may,191,3,-1,0,,no
51,blue-collar,divorced,secondary,no,421,yes,no,cellular,6,may,216,2,-1,0,,no
44,admin.,divorced,secondary,no,161,yes,no,cellular,7,may,89,2,-1,0,,no
46,technician,married,secondary,yes,289,no,no,cellular,7,may,51,3,-1,0,,no
29,student,single,secondary,no,110,yes,no,cellular,7,may,169,3,-1,0,,no
39,blue-collar,married,primary,no,245,yes,no,cellular,7,may,148,3,-1,0,,no
42,services,married,secondary,no,0,yes,no,cellular,7,may,132,3,-1,0,,no
50,blue-collar,married,primary,no,156,yes,no,cellular,7,may,117,3,-1,0,,no
42,technician,single,secondary,no,0,yes,no,cellular,7,may,275,4,-1,0,,no
39,admin.,married,secondary,no,20,yes,no,cellular,7,may,124,2,-1,0,,no
55,technician,single,tertiary,no,92,yes,no,cellular,7,may,118,3,-1,0,,no
46,services,married,secondary,no,89,yes,no,cellular,7,may,479,2,-1,0,,no
42,blue-collar,married,secondary,no,166,yes,no,cellular,7,may,285,3,-1,0,,no
45,management,married,tertiary,no,103,yes,no,cellular,7,may,35,4,-1,0,,no
43,blue-collar,married,primary,no,-454,yes,no,cellular,7,may,322,2,-1,0,,no
42,admin.,married,secondary,no,445,yes,no,cellular,7,may,202,2,-1,0,,no
30,admin.,married,secondary,no,4,no,no,cellular,7,may,172,8,-1,0,,no
47,blue-collar,married,secondary,no,1001,yes,no,cellular,7,may,201,4,-1,0,,no
51,services,divorced,secondary,no,-69,yes,no,cellular,7,may,216,3,-1,0,,no
38,technician,single,secondary,no,42,yes,no,cellular,7,may,195,2,-1,0,,no
57,technician,married,,no,1617,yes,no,cellular,7,may,96,2,-1,0,,no
42,management,divorced,tertiary,no,221,yes,no,cellular,7,may,720,2,-1,0,,no
32,technician,divorced,secondary,no,210,yes,yes,cellular,7,may,188,2,-1,0,,no
46,management,married,tertiary,no,0,no,no,cellular,7,may,70,2,-1,0,,no
29,student,single,tertiary,no,185,yes,no,cellular,7,may,141,3,-1,0,,no
59,retired,married,secondary,no,836,yes,no,cellular,7,may,106,1,-1,0,,no
32,blue-collar,single,secondary,no,301,yes,no,cellular,7,may,395,2,-1,0,,no
44,blue-collar,married,primary,no,503,yes,no,cellular,7,may,629,2,-1,0,,no
40,retired,married,primary,no,407,yes,no,cellular,7,may,502,1,-1,0,,no
31,blue-collar,single,secondary,no,53,yes,no,cellular,7,may,446,1,-1,0,,no
46,self-employed,married,tertiary,no,2303,yes,no,cellular,7,may,241,1,-1,0,,no
43,management,married,tertiary,no,144,yes,no,cellular,7,may,131,3,-1,0,,no
34,services,married,secondary,no,205,yes,no,cellular,7,may,312,1,-1,0,,no
39,management,married,tertiary,no,305,yes,no,cellular,7,may,275,6,-1,0,,no
30,blue-collar,divorced,secondary,no,251,yes,yes,cellular,7,may,120,2,-1,0,,no
56,retired,married,secondary,no,0,yes,no,cellular,7,may,333,4,-1,0,,no
29,technician,married,secondary,no,8,no,no,cellular,7,may,113,1,-1,0,,no
40,blue-collar,divorced,secondary,no,139,yes,no,cellular,7,may,91,1,-1,0,,no
36,services,married,secondary,no,184,yes,no,cellular,7,may,128,3,-1,0,,no
37,blue-collar,single,secondary,no,238,yes,no,cellular,7,may,200,2,-1,0,,no
35,admin.,married,secondary,no,0,no,no,cellular,7,may,326,1,-1,0,,no
35,blue-collar,married,primary,yes,0,yes,no,cellular,7,may,292,1,-1,0,,no
47,services,married,primary,no,222,yes,no,cellular,7,may,68,1,-1,0,,no
31,services,married,secondary,no,414,yes,no,cellular,7,may,215,1,-1,0,,no
56,retired,single,primary,no,223,yes,no,cellular,7,may,97,1,-1,0,,no
57,technician,married,secondary,no,197,no,no,cellular,7,may,32,1,-1,0,,no
36,blue-collar,married,secondary,no,-251,yes,no,cellular,7,may,162,1,-1,0,,no
45,self-employed,divorced,secondary,no,-139,yes,no,cellular,7,may,152,3,-1,0,,no
47,blue-collar,married,,no,733,yes,no,cellular,7,may,268,1,-1,0,,no
29,technician,single,tertiary,no,0,yes,no,cellular,7,may,104,2,-1,0,,no
57,services,married,secondary,no,1,no,no,cellular,7,may,852,1,-1,0,,no
45,blue-collar,married,primary,no,97,yes,no,cellular,7,may,923,3,-1,0,,no
31,blue-collar,single,primary,no,435,yes,no,cellular,7,may,159,2,-1,0,,no
31,management,divorced,tertiary,no,0,yes,no,cellular,7,may,953,3,-1,0,,no
37,technician,single,tertiary,no,147,no,no,cellular,7,may,416,2,-1,0,,no
30,technician,single,tertiary,no,3,yes,no,cellular,7,may,174,1,-1,0,,no
58,services,divorced,secondary,no,1109,yes,yes,cellular,7,may,180,1,-1,0,,no
33,services,married,secondary,no,404,yes,no,cellular,7,may,139,1,-1,0,,no
39,blue-collar,married,primary,no,981,yes,no,cellular,7,may,294,1,-1,0,,no
33,blue-collar,single,primary,no,95,yes,no,cellular,7,may,102,1,-1,0,,no
34,services,married,secondary,no,302,yes,no,cellular,7,may,124,1,-1,0,,no
36,services,divorced,secondary,no,-290,yes,yes,cellular,7,may,128,1,-1,0,,no
37,services,single,secondary,no,259,yes,no,cellular,7,may,130,1,-1,0,,no
35,blue-collar,married,secondary,no,527,yes,yes,cellular,7,may,143,1,-1,0,,no
55,retired,married,secondary,no,102,yes,no,cellular,7,may,74,1,-1,0,,no
34,management,single,tertiary,no,872,yes,no,cellular,7,may,105,2,-1,0,,no
40,management,divorced,tertiary,no,490,yes,no,cellular,7,may,477,2,-1,0,,no
42,blue-collar,single,primary,no,19,yes,no,cellular,7,may,158,1,-1,0,,no
37,blue-collar,married,secondary,no,16,yes,no,cellular,7,may,250,1,-1,0,,no
42,management,married,tertiary,no,386,yes,no,cellular,7,may,168,1,-1,0,,no
35,technician,single,secondary,no,539,yes,no,cellular,7,may,520,1,-1,0,,no
44,technician,divorced,secondary,no,-329,yes,no,cellular,7,may,171,1,-1,0,,no
30,services,single,secondary,no,-174,yes,no,cellular,7,may,113,1,-1,0,,no
45,entrepreneur,married,secondary,no,68,yes,no,cellular,7,may,254,1,-1,0,,no
35,blue-collar,single,,yes,-532,yes,no,cellular,7,may,149,1,-1,0,,no
36,admin.,divorced,secondary,no,0,yes,no,cellular,7,may,133,2,-1,0,,no
49,blue-collar,married,secondary,no,64,yes,no,cellular,7,may,293,3,-1,0,,no
31,blue-collar,single,secondary,no,1415,yes,no,cellular,7,may,485,1,-1,0,,no
31,technician,single,secondary,no,147,yes,no,cellular,7,may,374,1,-1,0,,no
39,blue-collar,married,secondary,no,72,yes,no,cellular,7,may,425,6,-1,0,,no
37,services,single,secondary,no,-196,yes,no,cellular,7,may,207,1,-1,0,,no
33,blue-collar,married,primary,no,716,yes,no,cellular,7,may,83,3,-1,0,,no
37,management,married,tertiary,no,0,yes,no,cellular,7,may,228,1,-1,0,,no
42,services,married,secondary,no,-246,yes,no,cellular,7,may,149,1,-1,0,,no
56,blue-collar,married,secondary,no,-203,yes,no,cellular,7,may,139,1,-1,0,,no
36,services,single,secondary,no,342,yes,no,cellular,7,may,142,1,-1,0,,no
29,technician,single,tertiary,no,3,yes,no,cellular,7,may,359,1,-1,0,,no
54,management,married,tertiary,yes,-248,yes,yes,cellular,7,may,112,1,-1,0,,no
38,blue-collar,married,secondary,no,376,yes,no,cellular,7,may,1521,1,-1,0,,no
43,blue-collar,divorced,secondary,no,370,yes,no,cellular,7,may,216,1,-1,0,,no
47,admin.,single,secondary,no,594,yes,no,cellular,7,may,161,1,-1,0,,no
47,blue-collar,married,secondary,no,387,yes,no,cellular,7,may,122,2,-1,0,,no
38,services,married,secondary,no,208,yes,no,cellular,7,may,800,1,-1,0,,no
40,blue-collar,married,secondary,no,563,yes,no,cellular,7,may,615,1,-1,0,,no
33,services,divorced,secondary,no,392,yes,yes,cellular,7,may,254,1,-1,0,,no
33,retired,married,secondary,no,165,no,no,cellular,7,may,111,1,-1,0,,no
53,admin.,divorced,,no,236,yes,no,cellular,7,may,354,1,-1,0,,no
37,services,married,primary,no,52,yes,no,cellular,7,may,359,1,-1,0,,no
40,management,single,tertiary,no,1265,yes,no,cellular,7,may,97,1,-1,0,,no
37,blue-collar,married,primary,no,693,yes,no,cellular,7,may,327,3,-1,0,,no
35,technician,married,secondary,no,118,yes,no,cellular,7,may,236,1,-1,0,,no
49,blue-collar,married,primary,no,3659,yes,no,cellular,7,may,160,1,-1,0,,no
26,blue-collar,single,secondary,no,24,yes,no,cellular,7,may,180,1,-1,0,,no
38,management,single,tertiary,no,673,yes,no,cellular,7,may,184,1,-1,0,,no
52,self-employed,married,secondary,no,273,no,no,cellular,7,may,227,1,-1,0,,no
33,services,divorced,secondary,no,327,yes,no,cellular,7,may,109,1,-1,0,,no
31,admin.,single,secondary,no,299,yes,no,cellular,7,may,492,2,-1,0,,no
32,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,298,1,-1,0,,no
35,blue-collar,single,primary,no,109,yes,no,cellular,7,may,83,2,-1,0,,no
55,management,divorced,tertiary,no,552,no,no,cellular,7,may,241,2,-1,0,,no
32,blue-collar,divorced,primary,no,473,yes,no,cellular,7,may,204,2,-1,0,,no
37,,single,,no,414,yes,no,cellular,7,may,131,1,-1,0,,no
31,technician,married,secondary,no,344,yes,no,cellular,7,may,123,1,-1,0,,no
38,admin.,married,secondary,no,8,yes,no,cellular,7,may,125,1,-1,0,,no
37,services,married,secondary,no,78,yes,no,cellular,7,may,295,2,-1,0,,no
38,blue-collar,married,secondary,no,266,yes,no,cellular,7,may,287,1,-1,0,,no
33,housemaid,married,tertiary,no,98,yes,yes,cellular,7,may,109,1,-1,0,,no
38,blue-collar,married,primary,no,83,yes,no,cellular,7,may,140,2,-1,0,,no
37,management,single,tertiary,yes,45,yes,no,cellular,7,may,204,1,-1,0,,no
29,unemployed,married,tertiary,no,8,yes,no,cellular,7,may,233,1,-1,0,,no
42,management,married,tertiary,no,263,yes,no,cellular,7,may,254,1,-1,0,,no
40,blue-collar,married,secondary,no,306,yes,no,cellular,7,may,184,2,-1,0,,no
32,management,married,tertiary,no,233,yes,no,cellular,7,may,193,1,-1,0,,no
47,management,divorced,tertiary,no,447,no,yes,cellular,7,may,126,1,-1,0,,no
29,student,single,secondary,no,872,yes,no,cellular,7,may,230,1,-1,0,,no
31,services,married,tertiary,no,309,yes,yes,cellular,7,may,294,1,-1,0,,no
59,blue-collar,married,secondary,no,202,yes,no,cellular,7,may,173,1,-1,0,,no
29,entrepreneur,married,primary,no,56,yes,yes,cellular,7,may,336,1,-1,0,,no
59,blue-collar,married,primary,no,229,yes,yes,cellular,7,may,19,1,-1,0,,no
44,blue-collar,married,primary,no,143,yes,no,cellular,7,may,153,1,-1,0,,no
49,admin.,married,secondary,no,326,yes,no,cellular,7,may,99,2,-1,0,,no
43,blue-collar,married,secondary,no,167,yes,no,cellular,7,may,243,1,-1,0,,no
52,admin.,single,secondary,no,545,yes,no,cellular,7,may,260,1,-1,0,,no
40,admin.,married,secondary,no,2100,yes,yes,cellular,7,may,164,2,-1,0,,no
32,services,married,secondary,no,0,yes,yes,cellular,7,may,255,2,-1,0,,no
47,admin.,married,primary,no,192,yes,no,cellular,7,may,47,1,-1,0,,no
33,management,married,tertiary,no,442,yes,no,cellular,7,may,463,1,-1,0,,no
35,management,married,tertiary,no,267,yes,no,cellular,7,may,192,1,-1,0,,no
27,services,single,secondary,no,0,yes,no,cellular,7,may,388,7,-1,0,,no
50,blue-collar,married,primary,no,377,yes,no,cellular,7,may,221,1,-1,0,,no
44,retired,married,secondary,no,7624,no,no,cellular,7,may,126,5,-1,0,,no
43,self-employed,married,primary,no,66,yes,no,cellular,7,may,175,5,-1,0,,no
51,blue-collar,married,,no,37,yes,no,cellular,7,may,256,6,-1,0,,no
32,admin.,single,secondary,no,64,yes,no,cellular,7,may,202,2,-1,0,,no
47,management,divorced,tertiary,no,34,yes,no,cellular,7,may,104,1,-1,0,,no
34,admin.,divorced,secondary,no,627,yes,no,cellular,7,may,283,2,-1,0,,no
57,self-employed,married,primary,no,1013,yes,no,cellular,7,may,448,1,-1,0,,no
43,admin.,single,secondary,no,140,yes,no,cellular,7,may,127,1,-1,0,,no
40,services,single,tertiary,no,8823,yes,no,cellular,7,may,378,1,-1,0,,no
28,blue-collar,single,secondary,no,97,yes,no,cellular,7,may,67,1,-1,0,,no
38,blue-collar,married,,no,5,yes,no,cellular,7,may,221,2,-1,0,,no
37,unemployed,divorced,secondary,no,74,yes,no,cellular,7,may,150,1,-1,0,,no
44,admin.,married,secondary,no,58544,yes,no,cellular,7,may,144,2,-1,0,,no
41,technician,married,secondary,no,169,yes,no,cellular,7,may,296,2,-1,0,,no
37,self-employed,married,tertiary,no,444,yes,no,cellular,7,may,401,2,-1,0,,no
30,services,single,tertiary,no,542,yes,no,cellular,7,may,435,2,-1,0,,no
32,blue-collar,married,secondary,no,-205,yes,no,cellular,7,may,388,1,-1,0,,no
30,management,single,tertiary,no,112,yes,no,cellular,7,may,245,1,-1,0,,no
35,services,married,secondary,no,39,no,no,cellular,7,may,143,1,-1,0,,no
55,blue-collar,married,secondary,no,1268,yes,no,cellular,7,may,223,2,-1,0,,no
52,blue-collar,married,secondary,no,-98,yes,no,cellular,7,may,423,1,-1,0,,no
33,admin.,married,secondary,no,44,yes,yes,cellular,7,may,231,1,-1,0,,no
55,retired,married,primary,no,-90,yes,yes,cellular,7,may,634,2,-1,0,,no
33,blue-collar,married,secondary,no,0,no,no,cellular,7,may,107,1,-1,0,,no
40,blue-collar,married,secondary,yes,-94,yes,yes,cellular,7,may,227,1,-1,0,,no
39,blue-collar,married,secondary,yes,-345,yes,no,cellular,7,may,69,1,-1,0,,no
54,blue-collar,married,secondary,no,-932,yes,no,cellular,7,may,799,1,-1,0,,no
39,blue-collar,married,primary,no,20,yes,no,cellular,7,may,109,1,-1,0,,no
49,blue-collar,married,secondary,no,90,yes,no,cellular,7,may,127,1,-1,0,,no
52,admin.,married,secondary,no,31,yes,no,cellular,7,may,120,1,-1,0,,no
27,management,single,tertiary,no,134,yes,yes,cellular,7,may,68,3,-1,0,,no
26,services,married,secondary,no,0,yes,no,cellular,7,may,180,2,-1,0,,no
40,blue-collar,married,secondary,no,61,yes,no,cellular,7,may,112,3,-1,0,,no
47,blue-collar,married,secondary,yes,-5,yes,no,cellular,7,may,444,1,-1,0,,no
31,services,single,secondary,no,-45,no,no,cellular,7,may,246,2,-1,0,,no
53,blue-collar,single,secondary,no,156,yes,yes,cellular,7,may,259,4,-1,0,,no
31,services,married,secondary,no,564,yes,no,cellular,7,may,223,3,-1,0,,no
33,admin.,married,secondary,no,-6,yes,no,cellular,7,may,566,2,-1,0,,no
35,services,married,secondary,no,528,no,no,cellular,7,may,274,2,-1,0,,no
46,entrepreneur,married,,no,1481,yes,no,cellular,7,may,49,3,-1,0,,no
31,management,married,secondary,no,2019,no,no,cellular,7,may,380,2,-1,0,,no
35,technician,single,secondary,no,1855,yes,no,cellular,7,may,138,1,-1,0,,no
29,management,married,secondary,no,147,yes,yes,cellular,7,may,376,2,-1,0,,no
51,technician,married,secondary,no,220,yes,no,cellular,7,may,421,2,-1,0,,no
33,blue-collar,married,primary,no,198,yes,no,cellular,7,may,121,2,-1,0,,no
37,management,married,tertiary,no,115,no,no,cellular,7,may,36,1,-1,0,,no
43,admin.,single,,no,87,yes,no,cellular,7,may,328,2,-1,0,,no
42,technician,married,tertiary,no,644,yes,no,cellular,7,may,19,1,-1,0,,no
28,blue-collar,married,secondary,no,225,yes,yes,cellular,7,may,866,2,-1,0,,no
57,retired,married,secondary,no,502,yes,no,cellular,7,may,229,3,-1,0,,no
38,services,married,secondary,no,-32,yes,no,cellular,7,may,154,2,-1,0,,no
39,blue-collar,married,primary,no,106,yes,no,cellular,7,may,56,1,-1,0,,no
36,technician,married,tertiary,no,301,yes,no,cellular,7,may,1581,2,-1,0,,no
57,retired,married,tertiary,no,906,yes,no,cellular,7,may,117,1,-1,0,,no
44,management,married,,no,187,yes,no,cellular,7,may,185,1,-1,0,,no
48,services,divorced,secondary,no,852,yes,yes,cellular,7,may,202,1,-1,0,,no
46,blue-collar,married,primary,no,143,yes,no,cellular,7,may,279,1,-1,0,,no
43,admin.,married,secondary,no,71,no,no,cellular,7,may,180,5,-1,0,,no
49,services,married,secondary,no,1496,yes,no,cellular,7,may,218,4,-1,0,,no
29,services,single,secondary,no,703,yes,no,cellular,7,may,129,5,-1,0,,no
53,blue-collar,married,secondary,no,732,yes,no,cellular,7,may,530,2,-1,0,,no
30,services,single,secondary,no,21,yes,no,cellular,7,may,104,2,-1,0,,no
41,management,divorced,secondary,no,276,yes,no,cellular,7,may,60,1,-1,0,,no
33,technician,married,secondary,no,0,yes,no,cellular,7,may,432,1,-1,0,,no
47,blue-collar,married,primary,no,550,yes,no,cellular,7,may,113,1,-1,0,,no
58,retired,married,secondary,no,268,yes,no,cellular,7,may,516,1,-1,0,,no
31,unemployed,married,secondary,no,-825,yes,no,cellular,7,may,179,2,-1,0,,no
38,admin.,single,secondary,no,137,yes,yes,cellular,7,may,125,2,-1,0,,no
60,retired,married,secondary,no,42,yes,yes,cellular,7,may,386,2,-1,0,,no
33,management,single,tertiary,no,54,no,no,cellular,7,may,262,2,-1,0,,no
33,unemployed,single,tertiary,no,1716,yes,no,cellular,7,may,396,2,-1,0,,no
52,admin.,married,primary,no,270,yes,no,cellular,7,may,294,2,-1,0,,no
42,blue-collar,married,primary,no,803,yes,no,cellular,7,may,171,2,-1,0,,no
30,technician,single,secondary,no,102,yes,no,cellular,7,may,614,2,-1,0,,no
33,entrepreneur,divorced,tertiary,no,188,yes,no,cellular,7,may,118,3,-1,0,,no
46,admin.,divorced,secondary,no,207,yes,no,cellular,7,may,485,4,-1,0,,no
51,blue-collar,married,primary,no,1466,yes,no,cellular,7,may,406,2,-1,0,,no
40,unemployed,single,secondary,no,350,yes,no,cellular,7,may,287,1,-1,0,,no
50,admin.,married,secondary,no,159,yes,no,cellular,7,may,216,2,-1,0,,no
42,entrepreneur,married,tertiary,no,157,yes,yes,cellular,7,may,650,1,-1,0,,no
38,technician,married,secondary,no,0,no,no,cellular,7,may,55,1,-1,0,,no
36,admin.,single,primary,no,91,yes,no,cellular,7,may,371,2,-1,0,,no
37,unemployed,divorced,primary,no,849,yes,no,cellular,7,may,166,1,-1,0,,no
33,management,married,tertiary,no,436,yes,no,cellular,7,may,48,1,-1,0,,no
38,blue-collar,single,secondary,no,-1,yes,no,cellular,7,may,72,1,-1,0,,no
52,blue-collar,married,tertiary,no,297,yes,no,cellular,7,may,55,1,-1,0,,no
29,blue-collar,married,secondary,no,313,yes,yes,cellular,7,may,144,1,-1,0,,no
37,blue-collar,married,primary,no,310,yes,no,cellular,7,may,474,1,-1,0,,no
34,admin.,married,secondary,no,475,yes,no,cellular,7,may,559,1,-1,0,,no
43,blue-collar,married,primary,no,61,yes,no,cellular,7,may,261,1,-1,0,,no
49,services,married,secondary,no,1377,yes,no,cellular,7,may,1101,1,-1,0,,no
33,technician,single,secondary,no,56,no,no,cellular,7,may,236,2,-1,0,,no
47,admin.,married,,no,0,yes,no,cellular,7,may,164,1,-1,0,,no
50,technician,married,secondary,no,73,no,no,cellular,7,may,93,1,-1,0,,no
30,blue-collar,single,primary,no,660,yes,no,cellular,7,may,912,2,-1,0,,no
44,services,married,primary,no,-79,yes,no,cellular,7,may,179,2,-1,0,,no
44,blue-collar,divorced,secondary,no,558,yes,no,cellular,7,may,485,1,-1,0,,no
30,services,single,secondary,no,342,yes,no,cellular,7,may,206,2,-1,0,,no
40,blue-collar,married,,no,-4,yes,no,cellular,7,may,311,1,-1,0,,no
41,blue-collar,married,,no,225,yes,no,cellular,7,may,690,2,-1,0,,no
34,blue-collar,married,primary,no,267,yes,no,cellular,7,may,362,1,-1,0,,no
53,services,married,primary,no,46,yes,no,cellular,7,may,274,1,-1,0,,no
35,blue-collar,married,primary,no,624,yes,no,cellular,7,may,163,1,-1,0,,no
34,technician,divorced,secondary,no,1107,yes,yes,cellular,7,may,345,1,-1,0,,no
39,admin.,single,secondary,no,573,yes,no,cellular,7,may,329,1,-1,0,,no
39,management,single,tertiary,no,406,yes,no,cellular,7,may,68,1,-1,0,,no
52,services,divorced,secondary,no,220,yes,no,cellular,7,may,143,3,-1,0,,no
34,blue-collar,married,secondary,no,2308,yes,no,cellular,7,may,1062,1,-1,0,,no
37,blue-collar,divorced,primary,no,139,yes,no,cellular,7,may,71,1,-1,0,,no
39,admin.,married,secondary,no,367,yes,no,cellular,7,may,106,1,-1,0,,no
52,entrepreneur,divorced,primary,no,278,yes,no,cellular,7,may,688,2,-1,0,,no
35,blue-collar,married,primary,no,229,yes,no,cellular,7,may,103,3,-1,0,,no
36,entrepreneur,married,tertiary,no,1722,yes,no,cellular,7,may,349,2,-1,0,,no
48,technician,married,secondary,no,-500,yes,no,cellular,7,may,78,5,-1,0,,no
31,admin.,divorced,secondary,no,308,yes,no,cellular,7,may,194,1,-1,0,,no
43,technician,divorced,tertiary,no,1026,yes,yes,cellular,7,may,224,5,-1,0,,no
43,blue-collar,single,primary,no,548,yes,no,cellular,7,may,98,1,-1,0,,no
39,blue-collar,married,secondary,no,356,yes,yes,cellular,7,may,607,1,-1,0,,no
40,technician,married,primary,no,164,yes,no,cellular,7,may,398,1,-1,0,,no
58,management,married,tertiary,no,211,no,no,cellular,7,may,103,2,-1,0,,no
31,blue-collar,married,primary,no,19,yes,no,cellular,7,may,241,2,-1,0,,no
41,blue-collar,married,secondary,no,108,yes,yes,cellular,7,may,203,1,-1,0,,no
